program_name,url,overview,tuition,duration,location,deadline,admission_requirements,apply,curriculum,careers,contact,Col13,Col14
Mat Mathematics Education,https://graduate.gsu.edu/program/mat-mathematics-education,"The secondary mathematics degree program is grounded in educational theory, research and best practice, integrating principles of social justice and equity.  Throughout the program, students take specialized education and content courses and gain practical teaching experience in grades 6-12. Our dynamic program features technology integration and offers study-abroad opportunities. Faculty support teacher candidates in planning, instruction, assessment and reflection with colleagues, faculty and partner schools committed to excellence in education.",Check out our [cost calculator](https://graduate.gsu.edu/funding-and-costs/#gradcostcalculator) or visit [student financial services](https://sfs.gsu.edu/guided-path-new-students-graduate-degree/?utm_source=program-list&utm_campaign=cost) for information on estimated costs.,"- A minimum of 36 semester hours is required to receive your degree.
- 4 semesters or 1 academic year.",Atlanta Campus,"- Fall: June 15
- Spring: October 15
- Summer: April 1",https://graduate.gsu.edu/program/mat-mathematics-education,https://graduate.gsu.edu/program/mat-mathematics-education,https://graduate.gsu.edu/program/mat-mathematics-education,"Successful program graduates will be well prepared to work in the most prominent public, charter and private schools and school systems in the Atlanta metro region and beyond. Our graduates teach in middle and high schools in Georgia, including in city school systems of Atlanta and Decatur, as well as county schools in Cobb, DeKalb and Fulton and local charter schools and private schools. Our graduates teach in schools in California, New York, Arizona and Ohio, as well as international schools. Holding a Master of Arts in Teaching degree, program graduates are also well prepared to pursue advanced degrees in education.","Program Coordinator<br><br>
Pier Junor Clarke<br>
pjunor@gsu.edu<br>
404-413-8411<br><br>

Middle and Secondary Education<br><br>
TeacherprepMSE@gsu.edu<br>
404-413-8060",,Mat Mathematics Education
Mat Special Education,https://graduate.gsu.edu/program/mat-special-education,"The master of arts in teaching program in special education prepares highly qualified teachers to educate children and youth with disabilities who receive special education services in schools. Students in the program learn to become leaders in the special education field, and work closely with faculty who have extensive experience working with children and youth with disabilities.  The program, which offers a combination of practical courses and classroom experiences, is committed to helping teachers ensure all students grow to their fullest potential.",Check out our [cost calculator](https://graduate.gsu.edu/funding-and-costs/#gradcostcalculator) or visit [student financial services](https://sfs.gsu.edu/guided-path-new-students-graduate-degree/?utm_source=program-list&utm_campaign=cost) for information on estimated costs.,Minimum of 36 semester hours (Adapted Curriculum and Deaf Education concentrations are a minimum of 39 hours),Atlanta Campus,"- Fall: Does Not Admit
- Spring: Does Not Admit
- Summer: March 1",https://graduate.gsu.edu/program/mat-special-education,https://graduate.gsu.edu/program/mat-special-education,https://graduate.gsu.edu/program/mat-special-education,"Graduates across concentrations will be prepared to work with children and youth with special needs. Graduates are provided coursework and practicum experiences resulting in knowledge of characteristics, curriculum, instructional strategies and classroom management procedures.","Spec Ed Adapted and General Curriculum<br><br>
Lauren Boden, Ph.D.<br>
lboden1@gsu.edu<br><br>

Deaf Education<br><br>
Jessica Scott, Ph.D.<br>
jscott96@gsu.edu<br>
404-413-8040<br><br>

Spec Ed Early Childhood Adapted and General Curriculum<br><br>
Sarah Hansen, Ph.D.<br>
shansen@gsu.edu<br>
404-413-8331<br><br>

Learning Sciences<br><br>
DLSRecruitment@gsu.edu<br>
404-413-8040",,Mat Special Education
Mathematics And Statistics Phd,https://graduate.gsu.edu/program/mathematics-and-statistics-phd,"The Ph.D. degree program in Mathematics and Statistics offers a choice of three concentrations:

- Mathematics
- Bioinformatics
- Biostatistics",Check out our [cost calculator](https://graduate.gsu.edu/funding-and-costs/#gradcostcalculator) or visit [student financial services](https://sfs.gsu.edu/guided-path-new-students-graduate-degree/?utm_source=program-list&utm_campaign=cost) for information on estimated costs.,Most full-time Ph.D. students complete the program in five years.,Atlanta Campus,"- Fall: July 1*
- Spring: November 1**
- Summer: May 1*
*Must apply by February 15 to be considered for an assistantship**Must apply by September 15 to be considered for an assistantship",https://graduate.gsu.edu/program/mathematics-and-statistics-phd,https://graduate.gsu.edu/program/mathematics-and-statistics-phd,https://graduate.gsu.edu/program/mathematics-and-statistics-phd,"Our Ph.D. students go on to impressive careers in academia, federal agencies and a wide range of industries including pharmaceutical and medical research, technology services and analytics, and banking and finance.","Graduate Director, Mathematics<br><br>
Zhongshan Li<br>
404-413-6437<br>
zli@gsu.edu<br><br>

Graduate Director, Statistics<br><br>
Gengsheng """"Jeff"""" Qin<br>
404-413-6434<br>
gqin@gsu.edu<br><br>

Graduate Staff<br><br>
Katina Akins<br>
kakins@gsu.edu<br>
404-413-6463",,Mathematics And Statistics Phd
Mathematics Bs Ms,https://graduate.gsu.edu/program/mathematics-bs-ms,"This dual-degree program enables qualified students to enroll in graduate courses late in their undergraduate program and apply the coursework toward the bachelor’s and master’s programs. This allows students to earn a B.S. and M.S. in five years, typically saving a year of time and tuition dollars.",Check out our [cost calculator](https://graduate.gsu.edu/funding-and-costs/#gradcostcalculator) or visit [student financial services](https://sfs.gsu.edu/guided-path-new-students-graduate-degree/?utm_source=program-list&utm_campaign=cost) for information on estimated costs.,Full-time students can complete the program in 5 years.,Atlanta Campus,"Students may enter the program in the fall, spring or summer.",https://graduate.gsu.edu/program/mathematics-bs-ms,https://graduate.gsu.edu/program/mathematics-bs-ms,https://graduate.gsu.edu/program/mathematics-bs-ms,"Mathematics prepares students for positions in business, industry and government, a career in the teaching of mathematics at the secondary level or continued study in mathematics or statistics leading to higher-level graduate degrees.","Department of Mathematics and Statistics<br><br>
Phone: 404-413-6400<br><br>
Program Director<br><br>
Michael Stewart<br>
mastewart@gsu.edu<br>
404-413-6433",,Mathematics Bs Ms
Mathematics Ms,https://graduate.gsu.edu/program/mathematics-ms,"The Master of Science (M.S.) degree programs in mathematics provide education at the graduate level in algebra, analysis, applied mathematics and statistics. The curriculum offers an optimal balance among the broad range of statistical techniques, mathematical methods and computation.",Check out our [cost calculator](https://graduate.gsu.edu/funding-and-costs/#gradcostcalculator) or visit [student financial services](https://sfs.gsu.edu/guided-path-new-students-graduate-degree/?utm_source=program-list&utm_campaign=cost) for information on estimated costs.,A minimum of 30 semester hours of graduate coursework must be completed.,Atlanta Campus,"- Fall: July 1 *
- Spring: November 1 **
- Summer: May 1 *
*Must apply by February 15 to be considered for an assistantship.**Must apply by September 15 to be considered for an assistantship.",https://graduate.gsu.edu/program/mathematics-ms,https://graduate.gsu.edu/program/mathematics-ms,https://graduate.gsu.edu/program/mathematics-ms,"Students completing these degrees are prepared for positions in industry, government, business, college teaching and advanced study in mathematics. Many of our graduate students secure internships during the program, gaining experience and building connections with local employers.","Graduate Director, Mathematics<br><br>
Zhongshan Li<br>
404-413-6437<br>
zli@gsu.edu<br><br>

Graduate Director, Statistics<br><br>
Gengsheng ""Jeff"" Qin<br>
404-413-6434<br>
gqin@gsu.edu<br><br>

Graduate Staff<br><br>
Katina Akins<br>
kakins@gsu.edu<br>
404-413-6463",,Mathematics Ms
Mba Mha,https://graduate.gsu.edu/program/mba-mha,Robinson’s MBA/Master of Health Administration dual degree will prepare you for a managerial position in a healthcare or business organization.~,"Georgia residents: $15,519 <br/>
Non-Georgia residents: $35,858 <br/>
Nonrefundable seat deposit: $250 <br/><br/>

Tuition is subject to change. <br/><br/>

Out-of-state applicants may be eligible for in-state tuition through the Academic Common Market. Please see the [Southern Regional Education Board](https://www.sreb.org/) for more information.~","Full-time Format: 30 months (8 semesters)<br/><br/>
Part-time Format: 36+ months. Up to 5 years permitted to complete. <br/><br/>
Evening courses allow working professionals to advance their current careers.~","Atlanta Campus, Buckhead Center (200 Tower Place)","Fall:
- Early Priority Scholarship Deadline: October 1
- Priority Scholarship Deadline II: December 1
- Priority Scholarship Deadline III: February 1
- International Student Deadline: April 1
- Final Deadline: July 11<br/><br/>
Spring:
- Early Priority Scholarship Deadline: September 1
- Priority Scholarship Deadline II: October 1
- International Student Deadline: November 1
- Final Deadline: December 1<br/><br/>
Summer:
- Early Priority Scholarship Deadline: February 1
- International Student Deadline: February 1
- Final Deadline: April 1~",https://graduate.gsu.edu/program/mba-mha/#admissions-requirements,https://robinson.gsu.edu/flexible-mba/flexmba-application-process/,https://graduate.gsu.edu/program/mba-mha/,"Program graduates work for a variety of well-respected companies including Brightpoint Health, Decatur Pediatric Group, Grady Health System, Houston Healthcare, Northside Hospital, PruittHealth, UPMC, and Wellstar Douglas Hospital.
<br/><br/>
Our 2020 graduates reported a 33.3% average salary increase; 100% of them secured employment within 3 months.~","Graduate Admissions <br/>
rcbgradadmissions@gsu.edu",,Mba Mha
MBA/Juris Doctor (J.D.),https://law.gsu.edu/student-experience/academics/curriculum-courses/jd-curriculum/jd-mba/,"The J.D./M.B.A. dual degree program is offered by the College of Law and the J. Mack Robinson College of Business.
<br/><br/>
The needs of today’s business clients are constantly changing, and those clients need their business lawyers at their side to counsel and assist them in navigating a dynamic legal environment. Having familiarity with business practices in the U.S. and abroad will position business lawyers for a successful and dynamic career.
<br/><br/>
With an innovative legal curriculum, one of the top-ranked business programs in the country and an ideal downtown Atlanta location, Georgia State is poised to prepare the next generation of business lawyers.~","Students pay fees for both programs, but only one tuition, generally at the law tuition rate. <br/><br/>
[J.D. Tuition & Financial Aid Information](https://law.gsu.edu/admissions/tuition-financial-aid/)",Learn more about the [MBA/Juris Doctor (J.D.) program.](https://law.gsu.edu/student-experience/academics/curriculum-courses/jd-curriculum/jd-mba/),Learn more about the [MBA/Juris Doctor (J.D.) program.](https://law.gsu.edu/student-experience/academics/curriculum-courses/jd-curriculum/jd-mba/),Learn more about the [MBA/Juris Doctor (J.D.) program.](https://law.gsu.edu/student-experience/academics/curriculum-courses/jd-curriculum/jd-mba/),https://law.gsu.edu/student-experience/academics/jd-curriculum/jd-mba/,https://law.gsu.edu/student-experience/academics/jd-curriculum/jd-mba/,https://law.gsu.edu/student-experience/academics/jd-curriculum/jd-mba/,"Potential Careers<br/><br/>
- Business and corporate law practice
- In-house counsel for large and small businesses
- Compliance
- Risk management~","**COLLEGE OF LAW**<br/><br/>
Admissions<br/>
404-413-9200 <br/>
LAWADMISSIONS@GSU.EDU
<br/><br/>
Academics<br/>
ROB WEBER<br/>
404-413-9260 <br/>
RWEBER@GSU.EDU
<br/><br/>
**J. MACK ROBINSON COLLEGE OF BUSINESS**<br/><br/>
Admissions<br/>
404-413-7167 <br/>
RCBGRADADMISSIONS@GSU.EDU
<br/><br/>
Academics<br/>
RICHARD JAMES<br/>
404-413-7139 <br/>
RJAMES11@GSU.EDU~",,MBA/Juris Doctor (J.D.)
Med Educational Leadership,https://graduate.gsu.edu/program/med-educational-leadership,The Tier I Educational Leadership M.Ed. program is designed around a set of academic and site-based experiences that provide knowledge and skills for candidates seeking a stronger understanding of the dynamics of educational leadership.<br><br>This self-select program leads to Tier I leadership certification in Georgia. This allows an individual to serve as an assistant principal or/in district-level leadership positions that do not supervise principals.,Check out our [cost calculator](https://graduate.gsu.edu/funding-and-costs/#gradcostcalculator) or visit [student financial services](https://sfs.gsu.edu/guided-path-new-students-graduate-degree/?utm_source=program-list&utm_campaign=cost) for information on estimated costs.,Minimum of 36 semester hours,"Atlanta Campus, Online<br><br>

This program can be completed fully online or by taking a mix of online and in-person.","- Fall: July 15
- Spring: November 15
- Summer: April 15",https://graduate.gsu.edu/program/med-educational-leadership,https://graduate.gsu.edu/program/med-educational-leadership,https://graduate.gsu.edu/program/med-educational-leadership,"The M.Ed. program leads to Tier I leadership certification in Georgia and prepares participants for multiple leadership roles in the field. Jobs for which successful candidates are eligible include:

- Assistant principal
- Administrative assistant
- District administrator
- Instructional coach
- Program coordinator","Online Programs<br><br>

LaToya and Moisés<br>
Enrollment Coaches<br>
404-413-4393<br>
online@gsu.edu<br><br>
Will Rumbaugh<br>
wrumbaugh@gsu.edu<br>
404-413-8030<br><br>
Educational Policy Studies<br><br>
epsdept@gsu.edu<br>
404-413-8030",,Med Educational Leadership
Med Health Physical Education,https://graduate.gsu.edu/program/med-health-physical-education,Our program M.Ed. in Health and Physical Education degree is for those who are pre-kindergarten through 12th grade health and physical educators.,Check out our [cost calculator](https://graduate.gsu.edu/funding-and-costs/#gradcostcalculator) or visit [student financial services](https://sfs.gsu.edu/guided-path-new-students-graduate-degree/?utm_source=program-list&utm_campaign=cost) for information on estimated costs.,minimum of 36 semester hours,"Online<br><br>

All required classes to earn a degree can be completed online.","- Fall: July 1
- Spring: October 15
- Summer: March 1",https://graduate.gsu.edu/program/med-health-physical-education,https://graduate.gsu.edu/program/med-health-physical-education,https://graduate.gsu.edu/program/med-health-physical-education,"Our graduates work in the following school districts:

- Atlanta Public Schools
- Cobb County School District
- DeKalb County School District
- Fulton County School District
- Gwinnett County School District","Online Programs<br><br>

LaToya and Moisés<br>
Enrollment Coaches<br>
404-413-4393<br>
online@gsu.edu<br><br>
Program Coordinator<br><br>
Rachel Gurvitch, Ed.D.<br>
rgurvitch@gsu.edu<br>
404-413-8374<br><br>
Kinesiology and Health<br><br>
KHAmbassador@gsu.edu<br>
404-413-8050",,Med Health Physical Education
Med Mathematics Education,https://graduate.gsu.edu/program/med-mathematics-education,The program’s chief goal is to strengthen secondary students’ mathematical understandings. This is achieved by providing you with opportunities to deepen your knowledge of learners from diverse backgrounds and explore equity issues in mathematics classrooms within urban environments.,Check out our [cost calculator](https://graduate.gsu.edu/funding-and-costs/#gradcostcalculator) or visit [student financial services](https://sfs.gsu.edu/guided-path-new-students-graduate-degree/?utm_source=program-list&utm_campaign=cost) for information on estimated costs.,Minimum of 36 semester hours. The online and traditional M.Ed. in Mathematics Education programs are designed to be completed in four semesters.,"Atlanta Campus, Online<br><br>

All required classes to earn an endorsement can be completed online.","- Fall: June 15
- Spring: October 15
- Summer: April 1",https://graduate.gsu.edu/program/med-mathematics-education,https://graduate.gsu.edu/program/med-mathematics-education,https://graduate.gsu.edu/program/med-mathematics-education,"Successful program graduates will be well prepared to work in the most prominent public, charter, and private schools and school systems in the metro Atlanta region and beyond. Our graduates teach in middle and high schools in Georgia, including in the city school systems of Atlanta and Decatur and county schools in Cobb, DeKalb, Fulton, and local charter schools and private schools. Our graduates teach in schools in California, New York, Arizona and Ohio, as well as international schools.","Online Programs<br><br>

LaToya and Moisés<br>
Enrollment Coaches<br>
404-413-4393<br>
online@gsu.edu<br><br>
Program Coordinator<br><br>
Gertrude Tinker Sachs<br>
gtinkersachss@gsu.edu<br><br>
Middle and Secondary Education<br><br>
MiddleSecondaryEd@gsu.edu<br>
404-413-8060",,Med Mathematics Education
Med Mathematics Education Online,https://graduate.gsu.edu/program/med-mathematics-education-online,The program’s chief goal is to strengthen secondary students’ mathematical understandings. This is achieved by providing you with opportunities to deepen your knowledge of learners from diverse backgrounds and explore equity issues in mathematics classrooms within urban environments.,Check out our [cost calculator](https://graduate.gsu.edu/funding-and-costs/#gradcostcalculator) or visit [student financial services](https://sfs.gsu.edu/guided-path-new-students-graduate-degree/?utm_source=program-list&utm_campaign=cost) for information on estimated costs.,Minimum of 36 semester hours. The online and traditional M.Ed. in Mathematics Education programs are designed to be completed in four semesters.,"Atlanta Campus, Online<br><br>

All required classes to earn an endorsement can be completed online.","- Fall: June 15
- Spring: October 15
- Summer: April 1",https://graduate.gsu.edu/program/med-mathematics-education-online,https://graduate.gsu.edu/program/med-mathematics-education-online,https://graduate.gsu.edu/program/med-mathematics-education-online,"Successful program graduates will be well prepared to work in the most prominent public, charter, and private schools and school systems in the metro Atlanta region and beyond. Our graduates teach in middle and high schools in Georgia, including in the city school systems of Atlanta and Decatur and county schools in Cobb, DeKalb, Fulton, and local charter schools and private schools. Our graduates teach in schools in California, New York, Arizona and Ohio, as well as international schools.","Online Programs<br><br>

LaToya and Moisés<br>
Enrollment Coaches<br>
404-413-4393<br>
online@gsu.edu<br><br>
Program Coordinator<br><br>
Gertrude Tinker Sachs<br>
gtinkersachss@gsu.edu<br><br>
Middle and Secondary Education<br><br>
MiddleSecondaryEd@gsu.edu<br>
404-413-8060",,Med Mathematics Education Online
Med Special Education,https://graduate.gsu.edu/program/med-special-education,"The Master of Education in Special Education program provides students with a depth of knowledge and breadth of skill in educating students with disabilities required of a ""master teacher"" or an advanced service provider. Typically, individuals who enroll in this program are classroom teachers, behavior support specialists, instructional coaches or related service providers who have experience working with students with disabilities. These experiences may be in public schools, private schools or other alternative learning environments.",Check out our [cost calculator](https://graduate.gsu.edu/funding-and-costs/#gradcostcalculator) or visit [student financial services](https://sfs.gsu.edu/guided-path-new-students-graduate-degree/?utm_source=program-list&utm_campaign=cost) for information on estimated costs.,"- A minimum of 36 semester hours is required to receive your degree
- 4 semesters or 1.5 years",Atlanta Campus,"- Fall: May 1
- Spring: Does Not Admit
- Summer: Does Not Admit",https://graduate.gsu.edu/program/med-special-education,https://graduate.gsu.edu/program/med-special-education,https://graduate.gsu.edu/program/med-special-education,"Our students who complete the M.Ed. program are well prepared to enroll in doctoral programs.<br><br>

This program will help you become a teacher leader, an instructional coach, a content area specialist and program support specialist. Our alumni are working in the metro-Atlanta school districts, at the Atlanta Speech School and in leadership roles in the field of special education in a variety of public and private institutions and settings.","Program Contact<br><br>
Sandy Vaughn<br>
svaughn@gsu.edu<br>
404-413-8040<br><br>
Learning Sciences<br><br>
DLSRecruitment@gsu.edu<br>
404-413-8040",,Med Special Education
"Medical Sciences in Biology, M.S.",https://graduate.gsu.edu/program/medical-sciences-in-biology-ms/,The Master of Biology Medical Sciences Program (MBMS) is designed to help students be better prepared to apply to medical school and succeed in the tough first year of coursework.,Check out our [cost calculator](https://graduate.gsu.edu/funding-and-costs/#gradcostcalculator) or visit [student financial services](https://sfs.gsu.edu/guided-path-new-students-graduate-degree/?utm_source=program-list&utm_campaign=cost) for information on estimated costs.,"A minimum of 32 semester hours of applicable graduate coursework must be completed. It is possible to complete the program in one year, but most students take two years (four semesters).~",,"- Fall: May 15
- Spring: September 1
- Summer: Does Not Admit",https://graduate.gsu.edu/program/medical-sciences-in-biology-ms/#admissions-requirements,,https://graduate.gsu.edu/program/medical-sciences-in-biology-ms/,"This program prepares students for the medical school application process as well as the first year of medical school. Students go on to become general practitioners, physicians, surgeons, or any other allied health professional.~","Co-Director <br>
Dr. Therese Poole <br>
tpoole@gsu.edu <br><br>

Co-Director <br>
Dr. Carmen Eilertson <br>
ceilertson@gsu.edu~",,"Medical Sciences in Biology, M.S."
"Middle Level Education, M.A.T.",https://graduate.gsu.edu/program/mat-middle-level-education/,"Middle-level educators in grades 4-8 are responsible for teaching intellectual skills and knowledge while attending to specific adolescent developmental needs in two of the following content areas: English language arts, mathematics, science and/or social studies. Our urban communities need highly skilled, compassionate and advocacy-oriented Middle Level teachers whose content knowledge and instructional practice honor students’ diversity and promote equity.~",Check out our [cost calculator](https://graduate.gsu.edu/funding-and-costs/#gradcostcalculator) or visit [student financial services](https://sfs.gsu.edu/guided-path-new-students-graduate-degree/?utm_source=program-list&utm_campaign=cost) for information on estimated costs.,Minimum of 45 semester hours,Atlanta Campus,"- Fall: Does not admit
- Spring: October 15
- Summer: April 1",https://graduate.gsu.edu/program/mat-middle-level-education/#admissions-requirements,,https://graduate.gsu.edu/program/mat-middle-level-education/,"Successful program graduates will be well prepared to work in the most prominent public, charter and private schools and school systems in the metro Atlanta region and beyond. Our graduates teach in a range of local public schools and counties such as Atlanta, Cobb and DeKalb as well as in local charter schools, private schools, other U.S. states and international settings. Holding a Master of Arts in Teaching degree, program graduates are also well prepared to pursue advanced degrees in education.~","Program Coordinator <br><br>
Chantee Earl <br>
cearl@gsu.edu <br>
404-413-8399~",,"Middle Level Education, M.A.T."
Mis Studies World Languages Education,https://graduate.gsu.edu/program/mis-studies-world-languages-education,"This online graduate program is for multilingual students who are seeking a master’s degree with an initial teaching certification in a world/ foreign language such as Chinese, French, German, Korean or Spanish (grades kindergarten through 12th grade). The Master of Interdisciplinary Studies in World Languages Education leads to a teaching degree with a clear and renewable (T5) induction certificate in Georgia with a step advance on the pay scale above the (T4) certification only. The interdisciplinary nature of this program affords the opportunity to explore multidisciplinary teaching with the possibility to pursue an endorsement (ESOL, DLI, Urban Education) or to deepen your mastery of the target language and cultures.",Check out our [cost calculator](https://graduate.gsu.edu/funding-and-costs/#gradcostcalculator) or visit [student financial services](https://sfs.gsu.edu/guided-path-new-students-graduate-degree/?utm_source=program-list&utm_campaign=cost) for information on estimated costs.,Minimum of 30 semester hours of graduate coursework must be completed,"Online<br><br>

All required classes to earn a degree can be completed online.","- Fall: June 15
- Spring: October 15
- Summer: May 1",https://graduate.gsu.edu/program/mis-studies-world-languages-education,https://graduate.gsu.edu/program/mis-studies-world-languages-education,https://graduate.gsu.edu/program/mis-studies-world-languages-education,"Successful program graduates will be well prepared to work in public, charter and private schools, and school systems in the metro Atlanta area and beyond.<br><br>

Graduate placements include:

- Atlanta City Schools
- Cobb County School District
- Decatur City Schools
- DeKalb County School District
- Fulton County Schools
- Gwinnett County Schools
- International schools","Online Programs<br><br>

LaToya and Moisés<br>
Enrollment Coaches<br>
404-413-4393<br>
online@gsu.edu<br><br>
Program Coordinator<br><br>
Paula Garrett-Rucks<br>
prucks@gsu.edu<br><br>
Middle and Secondary Education<br><br>
MiddleSecondaryEd@gsu.edu<br>
404-413-8060",,Mis Studies World Languages Education
Moving Image Studies Ma,https://graduate.gsu.edu/program/moving-image-studies-ma,"The graduate program in Film/Video/Digital Imaging prepares students for professional activities in all areas of film/video/digital imaging in which the school has emphasis (moving image production and moving image studies), as well as for continued advanced graduate work at the Ph.D. level.",Check out our [cost calculator](https://graduate.gsu.edu/funding-and-costs/#gradcostcalculator) or visit [student financial services](https://sfs.gsu.edu/guided-path-new-students-graduate-degree/?utm_source=program-list&utm_campaign=cost) for information on estimated costs.,Minimum of 36 semester hours of graduate coursework must be completed over 2 years,Atlanta Campus,"Admission for Fall

- Application Deadline for Priority Assistantship Consideration: February 15
- Final Application Deadline: March 15
Admission for Spring

- November 15",https://graduate.gsu.edu/program/moving-image-studies-ma,https://graduate.gsu.edu/program/moving-image-studies-ma,https://graduate.gsu.edu/program/moving-image-studies-ma,"Our Moving Image Studies M.A. alumni have gone on to work in film, television and entertainment industries as producers, directors, writers and editors.  Many alumni can be found in management and leadership positions at film festivals, non-profit organizations, as well as research, academia and a variety of other exciting careers.","Graduate Director<br><br>
Ly Bolia<br>
lybolia@gsu.edu",,Moving Image Studies Ma
Moving Image Studies Phd,https://graduate.gsu.edu/program/moving-image-studies-phd,"The Ph.D. in Communication Studies with a concentration in Moving Image Studies is specifically designed to provide students with the conceptual and methodological tools to study the complex and vastly expanded moving image environment of the 21st century, where the boundaries separating cinema, television and new media are breaking down. Moving Image Studies is an outgrowth of cinema studies, television studies, new media studies, cultural studies and critical theory. Many of our core seminars are designed to cut across media boundaries (by examining how models, paradigms and methods are problematized and enriched, as we move across specific media); while other seminars are devoted to intensive examination of problems within a specific media formation.",Check out our [cost calculator](https://graduate.gsu.edu/funding-and-costs/#gradcostcalculator) or visit [student financial services](https://sfs.gsu.edu/guided-path-new-students-graduate-degree/?utm_source=program-list&utm_campaign=cost) for information on estimated costs.,68 hours of coursework over four years,Atlanta Campus,"Deadline for priority consideration: December 1
Final Deadline: February 10",https://graduate.gsu.edu/program/moving-image-studies-phd,https://graduate.gsu.edu/program/moving-image-studies-phd,https://graduate.gsu.edu/program/moving-image-studies-phd,"Moving Image Studies Ph.D. graduates have found successful careers in academia and beyond.<br><br>

Over the past decade, nearly three-quarters of our Ph.D. graduates in Moving Image Studies have secured faculty roles in academia with over half in tenure track positions. Our Ph.D. graduates in Moving Image Studies serve at institutions such as Northeastern University, Ball State University, University of Akron, Ithaca University and the University of Toronto, etc.","Graduate Director<br><br>
Ly Bolia<br>
lybolia@gsu.edu<br>
404-413-5881",,Moving Image Studies Phd
Mpa Jd,https://graduate.gsu.edu/program/mpa-jd,"The [College of Law](http://law.gsu.edu/) and the Andrew Young School of Policy Studies offer a joint Master of Public Administration/Juris Doctor degree. This joint program provides an opportunity to pursue studies in law and public affairs and public management concurrently. Students in the program use credit hours earned in one program to satisfy some or all of the elective course requirements for the other program, earning both degrees one to two terms earlier than would be required to earn each separately.",Check out our [cost calculator](https://graduate.gsu.edu/funding-and-costs/#gradcostcalculator) or visit [student financial services](https://sfs.gsu.edu/guided-path-new-students-graduate-degree/?utm_source=program-list&utm_campaign=cost) for information on estimated costs.,The M.P.A./J.D. program reduces the time of completion for both degree programs from five years to four.,Atlanta Campus,"Fall:

- Early deadline: February 15
- Regular deadline: April 1
- Late deadline: June 1
<br><br>Spring: Does not admit

<br><br>Summer: Does not admit",https://graduate.gsu.edu/program/mpa-jd,https://graduate.gsu.edu/program/mpa-jd,https://graduate.gsu.edu/program/mpa-jd,"A joint MPA/J.D. enhances the employment opportunities for graduates of both programs by preparing students to meet the growing demands for lawyers with expertise in public management and for public administrators with legal expertise. Many recent law graduates are employed by government agencies, and others are employed by private and nonprofit sector organizations concerned with issues of public policy and public administration. Training in public administration is valuable to law graduates who seek this kind of employment. The field of public administration is also changing, with greater emphasis now on administrative law in M.P.A. curricula and greater attention to legal requirements in the training of public managers.","Public Management and Policy<br><br>
Phone: 404-413-0107<br>
Fax: 404-413-0104<br><br>
Academic Assistance<br><br>
Email: AYSEnroll@gsu.edu<br>
Phone: 404-413-0021",,Mpa Jd
Ms Applied Behavior Analysis,https://graduate.gsu.edu/program/ms-applied-behavior-analysis,"The Applied Behavior Analysis program gives students the opportunity to work in a clinical and community environment to help people with disabilities. It teaches mastery of basic behavior-analytic skills, such as measurement, experimental design, and various principles and procedures of behavioral change to help students become better therapists, teachers and clinical practitioners.",Check out our [cost calculator](https://graduate.gsu.edu/funding-and-costs/#gradcostcalculator) or visit [student financial services](https://sfs.gsu.edu/guided-path-new-students-graduate-degree/?utm_source=program-list&utm_campaign=cost) for information on estimated costs.,Minimum of 36 semester hours,Atlanta Campus,"- Fall: February 1
- Spring: Does Not Admit
- Summer: Does Not Admit",https://graduate.gsu.edu/program/ms-applied-behavior-analysis,https://graduate.gsu.edu/program/ms-applied-behavior-analysis,https://graduate.gsu.edu/program/ms-applied-behavior-analysis,"Many BCBAs work in fields related to intellectual and developmental disabilities and Autism Spectrum Disorder, with other practice areas continuing to grow. More information on BACB certificates, including areas of professional emphasis, can be found on the [BACB's website](https://www.bacb.com/bacb-certificant-data/). Our program alumni are working in a number of states as BCBAs, case managers, lead therapists, teachers and clinical directors.","Program Coordinator<br><br>
Daniel Conine<br>
dconine@gsu.edu<br><br>

Learning Sciences<br><br>
DLSRecruitment@gsu.edu<br>
404-413-8040",,Ms Applied Behavior Analysis
